Ship,Class,Type,Engineering,Experimental,ShieldStrength,RegenRate,ExpRes,KinRes,ThermRes
Fer-de-Lance,5,Normal,Kinetic resistant,Force Block,455.5627,1,0.5,0.276,1.38
Fer-de-Lance,5,Normal,Kinetic resistant,Hi-Cap,497.8314,1,0.5,0.3,1.38
Fer-de-Lance,5,Normal,Kinetic resistant,Thermo Block,455.5627,1,0.5,0.3,1.2696
Fer-de-Lance,5,Normal,Kinetic resistant,Multi-weave,469.6523,1,0.485,0.291,1.3386
Fer-de-Lance,5,Prismatic,Reinforced,Fast Charge,772.3201,1.15,0.4238,0.5085,1.017
Fer-de-Lance,5,Prismatic,Reinforced,Force Block,749.1505,1,0.4175,0.4609,1.002
Fer-de-Lance,5,Prismatic,Reinforced,Hi-Cap,818.6594,1,0.4175,0.501,1.002
Fer-de-Lance,5,Prismatic,Reinforced,Thermo Block,749.1505,1,0.4175,0.501,0.9218
Fer-de-Lance,5,Prismatic,Reinforced,Multi-weave,772.3201,1,0.405,0.486,0.9719
Fer-de-Lance,5,Prismatic,Thermal resistant,Fast Charge,559.6523,1.15,0.5075,0.7308,0.609
Fer-de-Lance,5,Prismatic,Thermal resistant,Force Block,542.8627,1,0.5,0.6624,0.6
Fer-de-Lance,5,Prismatic,Thermal resistant,Hi-Cap,593.2314,1,0.5,0.72,0.6
Fer-de-Lance,5,Prismatic,Thermal resistant,Thermo Block,542.8627,1,0.5,0.72,0.552
Fer-de-Lance,5,Prismatic,Thermal resistant,Multi-weave,559.6523,1,0.485,0.6984,0.582
Fer-de-Lance,5,Prismatic,Kinetic resistant,Fast Charge,559.6523,1.15,0.5075,0.3045,1.4007
Fer-de-Lance,5,Prismatic,Kinetic resistant,Force Block,542.8627,1,0.5,0.276,1.38
Fer-de-Lance,5,Prismatic,Kinetic resistant,Hi-Cap,593.2314,1,0.5,0.3,1.38
Fer-de-Lance,5,Prismatic,Kinetic resistant,Thermo Block,542.8627,1,0.5,0.3,1.2696
Fer-de-Lance,5,Prismatic,Kinetic resistant,Multi-weave,559.6523,1,0.485,0.291,1.3386
Hauler,1,Bi-Weave,Reinforced,Fast Charge,93.1675,2.07,0.4238,0.5085,1.017
Hauler,1,Bi-Weave,Reinforced,Force Block,90.3705,1.8,0.4175,0.4609,1.002
Hauler,1,Bi-Weave,Reinforced,Hi-Cap,98.7566,1.8,0.4175,0.501,1.002
Hauler,1,Bi-Weave,Reinforced,Thermo Block,90.3705,1.8,0.4175,0.501,0.9218
Hauler,1,Bi-Weave,Reinforced,Multi-weave,93.1675,1.8,0.405,0.486,0.9719
Hauler,1,Bi-Weave,Thermal resistant,Fast Charge,67.5127,2.07,0.5075,0.7308,0.609
Hauler,1,Bi-Weave,Thermal resistant,Force Block,65.4873,1.8,0.5,0.6624,0.6
Hauler,1,Bi-Weave,Thermal resistant,Hi-Cap,71.5635,1.8,0.5,0.72,0.6
Hauler,1,Bi-Weave,Thermal resistant,Thermo Block,65.4873,1.8,0.5,0.72,0.552
Hauler,1,Bi-Weave,Thermal resistant,Multi-weave,67.5127,1.8,0.485,0.6984,0.582
Hauler,1,Bi-Weave,Kinetic resistant,Fast Charge,67.5127,2.07,0.5075,0.3045,1.4007
Hauler,1,Bi-Weave,Kinetic resistant,Force Block,65.4873,1.8,0.5,0.276,1.38
Hauler,1,Bi-Weave,Kinetic resistant,Hi-Cap,71.5635,1.8,0.5,0.3,1.38
Hauler,1,Bi-Weave,Kinetic resistant,Thermo Block,65.4873,1.8,0.5,0.3,1.2696
Hauler,1,Bi-Weave,Kinetic resistant,Multi-weave,67.5127,1.8,0.485,0.291,1.3386
Hauler,1,Normal,Reinforced,Fast Charge,113.8675,1.15,0.4238,0.5085,1.017
Hauler,1,Normal,Reinforced,Force Block,110.4505,1,0.4175,0.4609,1.002
Hauler,1,Normal,Reinforced,Hi-Cap,120.7016,1,0.4175,0.501,1.002
Hauler,1,Normal,Reinforced,Thermo Block,110.4505,1,0.4175,0.501,0.9218
Hauler,1,Normal,Reinforced,Multi-weave,113.8675,1,0.405,0.486,0.9719
Hauler,1,Normal,Thermal resistant,Fast Charge,82.5127,1.15,0.5075,0.7308,0.609
Hauler,1,Normal,Thermal resistant,Force Block,80.0373,1,0.5,0.6624,0.6
Hauler,1,Normal,Thermal resistant,Hi-Cap,87.4635,1,0.5,0.72,0.6
Hauler,1,Normal,Thermal resistant,Thermo Block,80.0373,1,0.5,0.72,0.552
Hauler,1,Normal,Thermal resistant,Multi-weave,82.5127,1,0.485,0.6984,0.582
Hauler,1,Normal,Kinetic resistant,Fast Charge,82.5127,1.15,0.5075,0.3045,1.4007
Hauler,1,Normal,Kinetic resistant,Force Block,80.0373,1,0.5,0.276,1.38
Hauler,1,Normal,Kinetic resistant,Hi-Cap,87.4635,1,0.5,0.3,1.38
Hauler,1,Normal,Kinetic resistant,Thermo Block,80.0373,1,0.5,0.3,1.2696
Hauler,1,Normal,Kinetic resistant,Multi-weave,82.5127,1,0.485,0.291,1.3386
Hauler,1,Prismatic,Reinforced,Fast Charge,134.5675,1.15,0.4238,0.5085,1.017
Hauler,1,Prismatic,Reinforced,Force Block,130.5305,1,0.4175,0.4609,1.002
Hauler,1,Prismatic,Reinforced,Hi-Cap,142.6416,1,0.4175,0.501,1.002
Hauler,1,Prismatic,Reinforced,Thermo Block,130.5305,1,0.4175,0.501,0.9218
Hauler,1,Prismatic,Reinforced,Multi-weave,134.5675,1,0.405,0.486,0.9719
Hauler,1,Prismatic,Thermal resistant,Fast Charge,97.5127,1.15,0.5075,0.7308,0.609
Hauler,1,Prismatic,Thermal resistant,Force Block,94.5873,1,0.5,0.6624,0.6
Hauler,1,Prismatic,Thermal resistant,Hi-Cap,103.3635,1,0.5,0.72,0.6
Hauler,1,Prismatic,Thermal resistant,Thermo Block,94.5873,1,0.5,0.72,0.552
Hauler,1,Prismatic,Thermal resistant,Multi-weave,97.5127,1,0.485,0.6984,0.582
Hauler,1,Prismatic,Kinetic resistant,Fast Charge,97.5127,1.15,0.5075,0.3045,1.4007
Hauler,1,Prismatic,Kinetic resistant,Force Block,94.5873,1,0.5,0.276,1.38
Hauler,1,Prismatic,Kinetic resistant,Hi-Cap,103.3635,1,0.5,0.3,1.38
Hauler,1,Prismatic,Kinetic resistant,Thermo Block,94.5873,1,0.5,0.3,1.2696
Hauler,1,Prismatic,Kinetic resistant,Multi-weave,97.5127,1,0.485,0.291,1.3386
Hauler,2,Bi-Weave,Reinforced,Fast Charge,96.6,2.07,0.4238,0.5085,1.017
Hauler,2,Bi-Weave,Reinforced,Force Block,93.7,1.8,0.4175,0.4609,1.002
Hauler,2,Bi-Weave,Reinforced,Hi-Cap,102.395,1.8,0.4175,0.501,1.002
Hauler,2,Bi-Weave,Reinforced,Thermo Block,93.7,1.8,0.4175,0.501,0.9218
Hauler,2,Bi-Weave,Reinforced,Multi-weave,96.6,1.8,0.405,0.486,0.9719
Hauler,2,Bi-Weave,Thermal resistant,Fast Charge,70.0,2.07,0.5075,0.7308,0.609
Hauler,2,Bi-Weave,Thermal resistant,Force Block,67.9,1.8,0.5,0.6624,0.6
Hauler,2,Bi-Weave,Thermal resistant,Hi-Cap,74.2,1.8,0.5,0.72,0.6
Hauler,2,Bi-Weave,Thermal resistant,Thermo Block,67.9,1.8,0.5,0.72,0.552
Hauler,2,Bi-Weave,Thermal resistant,Multi-weave,70.0,1.8,0.485,0.6984,0.582
Hauler,2,Bi-Weave,Kinetic resistant,Fast Charge,70.0,2.07,0.5075,0.3045,1.4007
Hauler,2,Bi-Weave,Kinetic resistant,Force Block,67.9,1.8,0.5,0.276,1.38
Hauler,2,Bi-Weave,Kinetic resistant,Hi-Cap,74.2,1.8,0.5,0.3,1.38
Hauler,2,Bi-Weave,Kinetic resistant,Thermo Block,67.9,1.8,0.5,0.3,1.2696
Hauler,2,Bi-Weave,Kinetic resistant,Multi-weave,70.0,1.8,0.485,0.291,1.3386
Hauler,2,Normal,Reinforced,Fast Charge,117.3,1.15,0.4238,0.5085,1.017
Hauler,2,Normal,Reinforced,Force Block,113.78,1,0.4175,0.4609,1.002
Hauler,2,Normal,Reinforced,Hi-Cap,124.34,1,0.4175,0.501,1.002
Hauler,2,Normal,Reinforced,Thermo Block,113.78,1,0.4175,0.501,0.9218
Hauler,2,Normal,Reinforced,Multi-weave,117.3,1,0.405,0.486,0.9719
Hauler,2,Normal,Thermal resistant,Fast Charge,85.0,1.15,0.5075,0.7308,0.609
Hauler,2,Normal,Thermal resistant,Force Block,82.45,1,0.5,0.6624,0.6
Hauler,2,Normal,Thermal resistant,Hi-Cap,90.1,1,0.5,0.72,0.6
Hauler,2,Normal,Thermal resistant,Thermo Block,82.45,1,0.5,0.72,0.552
Hauler,2,Normal,Thermal resistant,Multi-weave,85.0,1,0.485,0.6984,0.582
Hauler,2,Normal,Kinetic resistant,Fast Charge,85.0,1.15,0.5075,0.3045,1.4007
Hauler,2,Normal,Kinetic resistant,Force Block,82.45,1,0.5,0.276,1.38
Hauler,2,Normal,Kinetic resistant,Hi-Cap,90.1,1,0.5,0.3,1.38
Hauler,2,Normal,Kinetic resistant,Thermo Block,82.45,1,0.5,0.3,1.2696
Hauler,2,Normal,Kinetic resistant,Multi-weave,85.0,1,0.485,0.291,1.3386
Hauler,2,Prismatic,Reinforced,Fast Charge,138.0,1.15,0.4238,0.5085,1.017
Hauler,2,Prismatic,Reinforced,Force Block,133.86,1,0.4175,0.4609,1.002
Hauler,2,Prismatic,Reinforced,Hi-Cap,146.28,1,0.4175,0.501,1.002
Hauler,2,Prismatic,Reinforced,Thermo Block,133.86,1,0.4175,0.501,0.9218
Hauler,2,Prismatic,Reinforced,Multi-weave,138.0,1,0.405,0.486,0.9719
Hauler,2,Prismatic,Thermal resistant,Fast Charge,100.0,1.15,0.5075,0.7308,0.609
Hauler,2,Prismatic,Thermal resistant,Force Block,97.0,1,0.5,0.6624,0.6
Hauler,2,Prismatic,Thermal resistant,Hi-Cap,106.0,1,0.5,0.72,0.6
Hauler,2,Prismatic,Thermal resistant,Thermo Block,97.0,1,0.5,0.72,0.552
Hauler,2,Prismatic,Thermal resistant,Multi-weave,100.0,1,0.485,0.6984,0.582
Hauler,2,Prismatic,Kinetic resistant,Fast Charge,100.0,1.15,0.5075,0.3045,1.4007
Hauler,2,Prismatic,Kinetic resistant,Force Block,97.0,1,0.5,0.276,1.38
Hauler,2,Prismatic,Kinetic resistant,Hi-Cap,106.0,1,0.5,0.3,1.38
Hauler,2,Prismatic,Kinetic resistant,Thermo Block,97.0,1,0.5,0.3,1.2696
Hauler,2,Prismatic,Kinetic resistant,Multi-weave,100.0,1,0.485,0.291,1.3386
Hauler,3,Bi-Weave,Reinforced,Fast Charge,96.6,2.07,0.4238,0.5085,1.017
Hauler,3,Bi-Weave,Reinforced,Force Block,93.7,1.8,0.4175,0.4609,1.002
Hauler,3,Bi-Weave,Reinforced,Hi-Cap,102.395,1.8,0.4175,0.501,1.002
Hauler,3,Bi-Weave,Reinforced,Thermo Block,93.7,1.8,0.4175,0.501,0.9218
Hauler,3,Bi-Weave,Reinforced,Multi-weave,96.6,1.8,0.405,0.486,0.9719
Hauler,3,Bi-Weave,Thermal resistant,Fast Charge,70.0,2.07,0.5075,0.7308,0.609
Hauler,3,Bi-Weave,Thermal resistant,Force Block,67.9,1.8,0.5,0.6624,0.6
Hauler,3,Bi-Weave,Thermal resistant,Hi-Cap,74.2,1.8,0.5,0.72,0.6
Hauler,3,Bi-Weave,Thermal resistant,Thermo Block,67.9,1.8,0.5,0.72,0.552
Hauler,3,Bi-Weave,Thermal resistant,Multi-weave,70.0,1.8,0.485,0.6984,0.582
Hauler,3,Bi-Weave,Kinetic resistant,Fast Charge,70.0,2.07,0.5075,0.3045,1.4007
Hauler,3,Bi-Weave,Kinetic resistant,Force Block,67.9,1.8,0.5,0.276,1.38
Hauler,3,Bi-Weave,Kinetic resistant,Hi-Cap,74.2,1.8,0.5,0.3,1.38
Hauler,3,Bi-Weave,Kinetic resistant,Thermo Block,67.9,1.8,0.5,0.3,1.2696
Hauler,3,Bi-Weave,Kinetic resistant,Multi-weave,70.0,1.8,0.485,0.291,1.3386
Hauler,3,Normal,Reinforced,Fast Charge,117.3,1.15,0.4238,0.5085,1.017
Hauler,3,Normal,Reinforced,Force Block,113.78,1,0.4175,0.4609,1.002
Hauler,3,Normal,Reinforced,Hi-Cap,124.34,1,0.4175,0.501,1.002
Hauler,3,Normal,Reinforced,Thermo Block,113.78,1,0.4175,0.501,0.9218
Hauler,3,Normal,Reinforced,Multi-weave,117.3,1,0.405,0.486,0.9719
Hauler,3,Normal,Thermal resistant,Fast Charge,85.0,1.15,0.5075,0.7308,0.609
Hauler,3,Normal,Thermal resistant,Force Block,82.45,1,0.5,0.6624,0.6
Hauler,3,Normal,Thermal resistant,Hi-Cap,90.1,1,0.5,0.72,0.6
Hauler,3,Normal,Thermal resistant,Thermo Block,82.45,1,0.5,0.72,0.552
Hauler,3,Normal,Thermal resistant,Multi-weave,85.0,1,0.485,0.6984,0.582
Hauler,3,Normal,Kinetic resistant,Fast Charge,85.0,1.15,0.5075,0.3045,1.4007
Hauler,3,Normal,Kinetic resistant,Force Block,82.45,1,0.5,0.276,1.38
Hauler,3,Normal,Kinetic resistant,Hi-Cap,90.1,1,0.5,0.3,1.38
Hauler,3,Normal,Kinetic resistant,Thermo Block,82.45,1,0.5,0.3,1.2696
Hauler,3,Normal,Kinetic resistant,Multi-weave,85.0,1,0.485,0.291,1.3386
Hauler,3,Prismatic,Reinforced,Fast Charge,138.0,1.15,0.4238,0.5085,1.017
Hauler,3,Prismatic,Reinforced,Force Block,133.86,1,0.4175,0.4609,1.002
Hauler,3,Prismatic,Reinforced,Hi-Cap,146.28,1,0.4175,0.501,1.002
Hauler,3,Prismatic,Reinforced,Thermo Block,133.86,1,0.4175,0.501,0.9218
Hauler,3,Prismatic,Reinforced,Multi-weave,138.0,1,0.405,0.486,0.9719
Hauler,3,Prismatic,Thermal resistant,Fast Charge,100.0,1.15,0.5075,0.7308,0.609
Hauler,3,Prismatic,Thermal resistant,Force Block,97.0,1,0.5,0.6624,0.6
Hauler,3,Prismatic,Thermal resistant,Hi-Cap,106.0,1,0.5,0.72,0.6
Hauler,3,Prismatic,Thermal resistant,Thermo Block,97.0,1,0.5,0.72,0.552
Hauler,3,Prismatic,Thermal resistant,Multi-weave,100.0,1,0.485,0.6984,0.582
Hauler,3,Prismatic,Kinetic resistant,Fast Charge,100.0,1.15,0.5075,0.3045,1.4007
Hauler,3,Prismatic,Kinetic resistant,Force Block,97.0,1,0.5,0.276,1.38
Hauler,3,Prismatic,Kinetic resistant,Hi-Cap,106.0,1,0.5,0.3,1.38
Hauler,3,Prismatic,Kinetic resistant,Thermo Block,97.0,1,0.5,0.3,1.2696
Hauler,3,Prismatic,Kinetic resistant,Multi-weave,100.0,1,0.485,0.291,1.3386
Imperial Clipper,3,Bi-Weave,Reinforced,Fast Charge,99.4571,2.07,0.4238,0.5085,1.017
Imperial Clipper,3,Bi-Weave,Reinforced,Force Block,96.4661,1.8,0.4175,0.4609,1.002
Imperial Clipper,3,Bi-Weave,Reinforced,Hi-Cap,105.4209,1.8,0.4175,0.501,1.002
Imperial Clipper,3,Bi-Weave,Reinforced,Thermo Block,96.4661,1.8,0.4175,0.501,0.9218
Imperial Clipper,3,Bi-Weave,Reinforced,Multi-weave,99.4571,1.8,0.405,0.486,0.9719
Imperial Clipper,3,Bi-Weave,Thermal resistant,Fast Charge,72.0703,2.07,0.5075,0.7308,0.609
Imperial Clipper,3,Bi-Weave,Thermal resistant,Force Block,69.9082,1.8,0.5,0.6624,0.6
Imperial Clipper,3,Bi-Weave,Thermal resistant,Hi-Cap,76.3946,1.8,0.5,0.72,0.6
Imperial Clipper,3,Bi-Weave,Thermal resistant,Thermo Block,69.9082,1.8,0.5,0.72,0.552
Imperial Clipper,3,Bi-Weave,Thermal resistant,Multi-weave,72.0703,1.8,0.485,0.6984,0.582
Imperial Clipper,3,Bi-Weave,Kinetic resistant,Fast Charge,72.0703,2.07,0.5075,0.3045,1.4007
Imperial Clipper,3,Bi-Weave,Kinetic resistant,Force Block,69.9082,1.8,0.5,0.276,1.38
Imperial Clipper,3,Bi-Weave,Kinetic resistant,Hi-Cap,76.3946,1.8,0.5,0.3,1.38
Imperial Clipper,3,Bi-Weave,Kinetic resistant,Thermo Block,69.9082,1.8,0.5,0.3,1.2696
Imperial Clipper,3,Bi-Weave,Kinetic resistant,Multi-weave,72.0703,1.8,0.485,0.291,1.3386
Imperial Clipper,3,Normal,Reinforced,Fast Charge,173.9771,1.15,0.4238,0.5085,1.017
Imperial Clipper,3,Normal,Reinforced,Force Block,168.7541,1,0.4175,0.4609,1.002
Imperial Clipper,3,Normal,Reinforced,Hi-Cap,184.4229,1,0.4175,0.501,1.002
Imperial Clipper,3,Normal,Reinforced,Thermo Block,168.7541,1,0.4175,0.501,0.9218
Imperial Clipper,3,Normal,Reinforced,Multi-weave,173.9771,1,0.405,0.486,0.9719
Imperial Clipper,3,Normal,Thermal resistant,Fast Charge,126.0703,1.15,0.5075,0.7308,0.609
Imperial Clipper,3,Normal,Thermal resistant,Force Block,122.2882,1,0.5,0.6624,0.6
Imperial Clipper,3,Normal,Thermal resistant,Hi-Cap,133.6346,1,0.5,0.72,0.6
Imperial Clipper,3,Normal,Thermal resistant,Thermo Block,122.2882,1,0.5,0.72,0.552
Imperial Clipper,3,Normal,Thermal resistant,Multi-weave,126.0703,1,0.485,0.6984,0.582
Imperial Clipper,3,Normal,Kinetic resistant,Fast Charge,126.0703,1.15,0.5075,0.3045,1.4007
Imperial Clipper,3,Normal,Kinetic resistant,Force Block,122.2882,1,0.5,0.276,1.38
Imperial Clipper,3,Normal,Kinetic resistant,Hi-Cap,133.6346,1,0.5,0.3,1.38
Imperial Clipper,3,Normal,Kinetic resistant,Thermo Block,122.2882,1,0.5,0.3,1.2696
Imperial Clipper,3,Normal,Kinetic resistant,Multi-weave,126.0703,1,0.485,0.291,1.3386
Imperial Clipper,3,Prismatic,Reinforced,Fast Charge,248.4971,1.15,0.4238,0.5085,1.017
Imperial Clipper,3,Prismatic,Reinforced,Force Block,241.0421,1,0.4175,0.4609,1.002
Imperial Clipper,3,Prismatic,Reinforced,Hi-Cap,263.4069,1,0.4175,0.501,1.002
Imperial Clipper,3,Prismatic,Reinforced,Thermo Block,241.0421,1,0.4175,0.501,0.9218
Imperial Clipper,3,Prismatic,Reinforced,Multi-weave,248.4971,1,0.405,0.486,0.9719
Imperial Clipper,3,Prismatic,Thermal resistant,Fast Charge,180.0703,1.15,0.5075,0.7308,0.609
Imperial Clipper,3,Prismatic,Thermal resistant,Force Block,174.6682,1,0.5,0.6624,0.6
Imperial Clipper,3,Prismatic,Thermal resistant,Hi-Cap,190.8746,1,0.5,0.72,0.6
Imperial Clipper,3,Prismatic,Thermal resistant,Thermo Block,174.6682,1,0.5,0.72,0.552
Imperial Clipper,3,Prismatic,Thermal resistant,Multi-weave,180.0703,1,0.485,0.6984,0.582
Imperial Clipper,3,Prismatic,Kinetic resistant,Fast Charge,180.0703,1.15,0.5075,0.3045,1.4007
Imperial Clipper,3,Prismatic,Kinetic resistant,Force Block,174.6682,1,0.5,0.276,1.38
Imperial Clipper,3,Prismatic,Kinetic resistant,Hi-Cap,190.8746,1,0.5,0.3,1.38
Imperial Clipper,3,Prismatic,Kinetic resistant,Thermo Block,174.6682,1,0.5,0.3,1.2696
Imperial Clipper,3,Prismatic,Kinetic resistant,Multi-weave,180.0703,1,0.485,0.291,1.3386
Imperial Clipper,4,Bi-Weave,Reinforced,Fast Charge,157.6168,2.07,0.4238,0.5085,1.017
Imperial Clipper,4,Bi-Weave,Reinforced,Force Block,152.8811,1.8,0.4175,0.4609,1.002
Imperial Clipper,4,Bi-Weave,Reinforced,Hi-Cap,167.0702,1.8,0.4175,0.501,1.002
Imperial Clipper,4,Bi-Weave,Reinforced,Thermo Block,152.8811,1.8,0.4175,0.501,0.9218
Imperial Clipper,4,Bi-Weave,Reinforced,Multi-weave,157.6168,1.8,0.405,0.486,0.9719
Imperial Clipper,4,Bi-Weave,Thermal resistant,Fast Charge,114.2151,2.07,0.5075,0.7308,0.609
Imperial Clipper,4,Bi-Weave,Thermal resistant,Force Block,110.7886,1.8,0.5,0.6624,0.6
Imperial Clipper,4,Bi-Weave,Thermal resistant,Hi-Cap,121.068,1.8,0.5,0.72,0.6
Imperial Clipper,4,Bi-Weave,Thermal resistant,Thermo Block,110.7886,1.8,0.5,0.72,0.552
Imperial Clipper,4,Bi-Weave,Thermal resistant,Multi-weave,114.2151,1.8,0.485,0.6984,0.582
Imperial Clipper,4,Bi-Weave,Kinetic resistant,Fast Charge,114.2151,2.07,0.5075,0.3045,1.4007
Imperial Clipper,4,Bi-Weave,Kinetic resistant,Force Block,110.7886,1.8,0.5,0.276,1.38
Imperial Clipper,4,Bi-Weave,Kinetic resistant,Hi-Cap,121.068,1.8,0.5,0.3,1.38
Imperial Clipper,4,Bi-Weave,Kinetic resistant,Thermo Block,110.7886,1.8,0.5,0.3,1.2696
Imperial Clipper,4,Bi-Weave,Kinetic resistant,Multi-weave,114.2151,1.8,0.485,0.291,1.3386
Imperial Clipper,4,Normal,Reinforced,Fast Charge,232.1368,1.15,0.4238,0.5085,1.017
Imperial Clipper,4,Normal,Reinforced,Force Block,225.1691,1,0.4175,0.4609,1.002
Imperial Clipper,4,Normal,Reinforced,Hi-Cap,246.0722,1,0.4175,0.501,1.002
Imperial Clipper,4,Normal,Reinforced,Thermo Block,225.1691,1,0.4175,0.501,0.9218
Imperial Clipper,4,Normal,Reinforced,Multi-weave,232.1368,1,0.405,0.486,0.9719
Imperial Clipper,4,Normal,Thermal resistant,Fast Charge,168.2151,1.15,0.5075,0.7308,0.609
Imperial Clipper,4,Normal,Thermal resistant,Force Block,163.1686,1,0.5,0.6624,0.6
Imperial Clipper,4,Normal,Thermal resistant,Hi-Cap,178.308,1,0.5,0.72,0.6
Imperial Clipper,4,Normal,Thermal resistant,Thermo Block,163.1686,1,0.5,0.72,0.552
Imperial Clipper,4,Normal,Thermal resistant,Multi-weave,168.2151,1,0.485,0.6984,0.582
Imperial Clipper,4,Normal,Kinetic resistant,Fast Charge,168.2151,1.15,0.5075,0.3045,1.4007
Imperial Clipper,4,Normal,Kinetic resistant,Force Block,163.1686,1,0.5,0.276,1.38
Imperial Clipper,4,Normal,Kinetic resistant,Hi-Cap,178.308,1,0.5,0.3,1.38
Imperial Clipper,4,Normal,Kinetic resistant,Thermo Block,163.1686,1,0.5,0.3,1.2696
Imperial Clipper,4,Normal,Kinetic resistant,Multi-weave,168.2151,1,0.485,0.291,1.3386
Imperial Clipper,4,Prismatic,Reinforced,Fast Charge,306.6568,1.15,0.4238,0.5085,1.017
Imperial Clipper,4,Prismatic,Reinforced,Force Block,297.4571,1,0.4175,0.4609,1.002
Imperial Clipper,4,Prismatic,Reinforced,Hi-Cap,325.0562,1,0.4175,0.501,1.002
Imperial Clipper,4,Prismatic,Reinforced,Thermo Block,297.4571,1,0.4175,0.501,0.9218
Imperial Clipper,4,Prismatic,Reinforced,Multi-weave,306.6568,1,0.405,0.486,0.9719
Imperial Clipper,4,Prismatic,Thermal resistant,Fast Charge,222.2151,1.15,0.5075,0.7308,0.609
Imperial Clipper,4,Prismatic,Thermal resistant,Force Block,215.5486,1,0.5,0.6624,0.6
Imperial Clipper,4,Prismatic,Thermal resistant,Hi-Cap,235.548,1,0.5,0.72,0.6
Imperial Clipper,4,Prismatic,Thermal resistant,Thermo Block,215.5486,1,0.5,0.72,0.552
Imperial Clipper,4,Prismatic,Thermal resistant,Multi-weave,222.2151,1,0.485,0.6984,0.582
Imperial Clipper,4,Prismatic,Kinetic resistant,Fast Charge,222.2151,1.15,0.5075,0.3045,1.4007
Imperial Clipper,4,Prismatic,Kinetic resistant,Force Block,215.5486,1,0.5,0.276,1.38
Imperial Clipper,4,Prismatic,Kinetic resistant,Hi-Cap,235.548,1,0.5,0.3,1.38
Imperial Clipper,4,Prismatic,Kinetic resistant,Thermo Block,215.5486,1,0.5,0.3,1.2696
Imperial Clipper,4,Prismatic,Kinetic resistant,Multi-weave,222.2151,1,0.485,0.291,1.3386
Imperial Clipper,5,Bi-Weave,Reinforced,Fast Charge,226.0424,2.53,0.4238,0.5085,1.017
Imperial Clipper,5,Bi-Weave,Reinforced,Force Block,219.2539,2.2,0.4175,0.4609,1.002
Imperial Clipper,5,Bi-Weave,Reinforced,Hi-Cap,239.6013,2.2,0.4175,0.501,1.002
Imperial Clipper,5,Bi-Weave,Reinforced,Thermo Block,219.2539,2.2,0.4175,0.501,0.9218
Imperial Clipper,5,Bi-Weave,Reinforced,Multi-weave,226.0424,2.2,0.405,0.486,0.9719
Imperial Clipper,5,Bi-Weave,Thermal resistant,Fast Charge,163.7988,2.53,0.5075,0.7308,0.609
Imperial Clipper,5,Bi-Weave,Thermal resistant,Force Block,158.8849,2.2,0.5,0.6624,0.6
Imperial Clipper,5,Bi-Weave,Thermal resistant,Hi-Cap,173.6268,2.2,0.5,0.72,0.6
Imperial Clipper,5,Bi-Weave,Thermal resistant,Thermo Block,158.8849,2.2,0.5,0.72,0.552
Imperial Clipper,5,Bi-Weave,Thermal resistant,Multi-weave,163.7988,2.2,0.485,0.6984,0.582
Imperial Clipper,5,Bi-Weave,Kinetic resistant,Fast Charge,163.7988,2.53,0.5075,0.3045,1.4007
Imperial Clipper,5,Bi-Weave,Kinetic resistant,Force Block,158.8849,2.2,0.5,0.276,1.38
Imperial Clipper,5,Bi-Weave,Kinetic resistant,Hi-Cap,173.6268,2.2,0.5,0.3,1.38
Imperial Clipper,5,Bi-Weave,Kinetic resistant,Thermo Block,158.8849,2.2,0.5,0.3,1.2696
Imperial Clipper,5,Bi-Weave,Kinetic resistant,Multi-weave,163.7988,2.2,0.485,0.291,1.3386
Imperial Clipper,5,Normal,Reinforced,Fast Charge,300.5624,1.15,0.4238,0.5085,1.017
Imperial Clipper,5,Normal,Reinforced,Force Block,291.5419,1,0.4175,0.4609,1.002
Imperial Clipper,5,Normal,Reinforced,Hi-Cap,318.6033,1,0.4175,0.501,1.002
Imperial Clipper,5,Normal,Reinforced,Thermo Block,291.5419,1,0.4175,0.501,0.9218
Imperial Clipper,5,Normal,Reinforced,Multi-weave,300.5624,1,0.405,0.486,0.9719
Imperial Clipper,5,Normal,Thermal resistant,Fast Charge,217.7988,1.15,0.5075,0.7308,0.609
Imperial Clipper,5,Normal,Thermal resistant,Force Block,211.2649,1,0.5,0.6624,0.6
Imperial Clipper,5,Normal,Thermal resistant,Hi-Cap,230.8668,1,0.5,0.72,0.6
Imperial Clipper,5,Normal,Thermal resistant,Thermo Block,211.2649,1,0.5,0.72,0.552
Imperial Clipper,5,Normal,Thermal resistant,Multi-weave,217.7988,1,0.485,0.6984,0.582
Imperial Clipper,5,Normal,Kinetic resistant,Fast Charge,217.7988,1.15,0.5075,0.3045,1.4007
Imperial Clipper,5,Normal,Kinetic resistant,Force Block,211.2649,1,0.5,0.276,1.38
Imperial Clipper,5,Normal,Kinetic resistant,Hi-Cap,230.8668,1,0.5,0.3,1.38
Imperial Clipper,5,Normal,Kinetic resistant,Thermo Block,211.2649,1,0.5,0.3,1.2696
Imperial Clipper,5,Normal,Kinetic resistant,Multi-weave,217.7988,1,0.485,0.291,1.3386
Imperial Clipper,5,Prismatic,Reinforced,Fast Charge,375.0824,1.15,0.4238,0.5085,1.017
Imperial Clipper,5,Prismatic,Reinforced,Force Block,363.8299,1,0.4175,0.4609,1.002
Imperial Clipper,5,Prismatic,Reinforced,Hi-Cap,397.5873,1,0.4175,0.501,1.002
